,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
43,0.0,42.0,21.0,5.0,23.0,6.0,9.0,0.0,24.0,10.0,5.0,78.0,5.0,19.0,8.0,0.0,0.0,65.0,0.0,16.0,0.0,32.0,0.0,67.0,76.0,33.0,7.0,37.0,25.0,44.0,74.0,7.0,15.0,0.0,85.0,9.0,5.0,0.0,7.0,17.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,11.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,3.0,29.0,10.0,4.0,23.0,29.0,18.0,0.0,0.0,0.0,46.0,0.0,88.0,10.0,40.0,0.0,191.0,40.0,372.0,29.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,27.0,31.0,11.0,0.0,11.0,2.0,35.0,28.0,0.0,168.0,18.0,156.0,309.0,5.0,190.0,17.0,179.0,0.0,40.0,13.0,0.0,18.0,0.0,0.0,47.0,64.0,24.0,134.0,101.0,17.0,2.0,25.0,0.0,55.0,365.0,0.0,0.0,14.0,16.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4.0,34.0,20.0,0.0,28.0,20.0,6.0,13.0,13.0,1.0,40.0,29.0,5.0,7.0,19.0,0.0,23.0,16.0,16.0,30.0,13.0,4.0,8.0,12.0,88.0,35.0,23.0,3.0,51.0,76.0,13.0,0.0,8.0,27.0,2.0,58.0,30.0,12.0,135.0,13.0,51.0,34.0,0.0,0.0,93.0,12.0,40.0,187.0,190.0,331.0,14.0,3.0,0.0,15.0,8.0,13.0,4.0,0.0,27.0,8.0,5.0,18.0,0.0,13.0,0.0,0.0,5.0,9.0,31.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,6.0,16.0,0.0,0.0,9.0,83.0,62.0,46.0,0.0,1.0,25.0,12.0,29.0,67.0,135.0,20.0,0.0,80.0,23.0,16.0,66.0,131.0,0.0,99.0,82.0,78.0,324.0,253.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,24.0,4.0,25.0,17.0,19.0,2.0,0.0,57.0,0.0,15.0,0.0,32.0,71.0,1.0,0.0,9.0,21.0,0.0,75.0,592.0,20.0,128.0,43.0,0.0,17.0,0.0,0.0,274.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,19.0,30.0,18.0,13.0,25.0,0.0,1.0,9.0,25.0,8.0,0.0,4.0,1.0,12.0,12.0,4.0,53.0,23.0,12.0,29.0,27.0,13.0,11.0,14.0,10.0,0.0,0.0,31.0,0.0,9.0,20.0,0.0,0.0,62.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,12.0,0.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,8.0,14.0,0.0,8.0,6.0,2.0,8.0,13.0,16.0,11.0,0.0,15.0,11.0,13.0,42.0,2.0,14.0,3.0,0.0,26.0,11.0,30.0,93.0,17.0,18.0,29.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,35.0,46.0,23.0,4.0,0.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16.0,18.0,5.0,15.0,15.0,0.0,0.0,3.0,4.0,3.0,34.0,0.0,10.0,38.0,43.0,17.0,11.0,27.0,0.0,6.0,72.0,0.0,0.0,15.0,87.0,2.0,0.0,17.0,37.0,29.0,31.0,15.0,97.0,0.0,104.0,0.0,6.0,0.0,16.0,4.0,0.0,21.0,0.0,52.0,95.0,80.0,17.0,0.0,84.0,14.0,12.0,12.0,205.0,1.0,26.0,130.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,38.0,0.0,14.0,0.0,10.0,5.0,0.0,20.0,10.0,1.0,62.0,21.0,48.0,0.0,21.0,28.0,3.0,0.0,11.0,11.0,18.0,8.0,17.0,0.0,9.0,0.0,10.0,0.0,14.0,0.0,14.0,0.0,13.0,4.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,3.0,0.0,8.0,28.0,5.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,29.0,18.0,12.0,2.0,10.0,3.0,15.0,7.0,12.0,0.0,0.0,35.0,14.0,1.0,5.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,49.0,13.0,17.0,5.0,3.0,3.0,0.0,29.0,0.0,10.0,5.0,35.0,10.0,0.0,2.0,53.0,14.0,0.0,0.0,56.0,36.0,42.0,12.0,83.0,125.0,57.0,25.0,0.0,16.0,0.0,94.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,9.0,5.0,34.0,14.0,15.0,19.0,61.0,5.0,0.0,5.0,8.0,1.0,16.0,35.0,117.0,1.0,28.0,9.0,0.0,2.0,20.0,8.0,75.0,32.0,162.0,28.0,70.0,22.0,28.0,190.0,43.0,37.0,32.0,0.0,26.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,7.0,7.0,9.0,18.0,11.0,11.0,0.0,26.0,22.0,16.0,0.0,10.0,6.0,52.0,11.0,83.0,6.0,44.0,32.0,140.0,0.0,306.0,0.0,36.0,76.0,24.0,36.0,10.0,137.0,0.0,15.0,5.0,23.0,58.0,1.0,0.0,144.0,36.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0,39.0,22.0,18.0,0.0,9.0,3.0,0.0,0.0,14.0,11.0,6.0,21.0,26.0,9.0,41.0,152.0,56.0,4.0,73.0,0.0,17.0,0.0,0.0,29.0,33.0,0.0,0.0,19.0,0.0,78.0,6.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,31.0,11.0,12.0,0.0,11.0,15.0,12.0,21.0,15.0,26.0,31.0,23.0,37.0,32.0,2.0,0.0,0.0,83.0,16.0,35.0,6.0,25.0,17.0,32.0,11.0,16.0,49.0,30.0,21.0,31.0,0.0,13.0,36.0,0.0,39.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,34.0,4.0,13.0,8.0,0.0,13.0,6.0,0.0,6.0,0.0,7.0,5.0,18.0,20.0,0.0,36.0,2.0,0.0,18.0,11.0,16.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,25.0,10.0,2.0,12.0,21.0,0.0,1.0,14.0,23.0,42.0,38.0,10.0,79.0,35.0,107.0,46.0,49.0,183.0,96.0,4.0,4.0,44.0,0.0,6.0,156.0,21.0,32.0,108.0,58.0,0.0,44.0,183.0,44.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,19.0,12.0,7.0,10.0,2.0,8.0,35.0,0.0,55.0,60.0,0.0,0.0,0.0,57.0,183.0,20.0,232.0,12.0,11.0,254.0,23.0,0.0,507.0,516.0,270.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,14.0,18.0,6.0,13.0,9.0,12.0,11.0,28.0,27.0,26.0,7.0,109.0,54.0,16.0,19.0,26.0,54.0,52.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,83.0,229.0,54.0,53.0,119.0,0.0,46.0,25.0,393.0,598.0,86.0,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,11.0,41.0,20.0,20.0,86.0,0.0,39.0,0.0,0.0,33.0,47.0,27.0,64.0,303.0,363.0,11.0,148.0,187.0,0.0,99.0,12.0,0.0,60.0,116.0,26.0,19.0,0.0,14.0,108.0,55.0,41.0,261.0,45.0,243.0,258.0,61.0,2.0,0.0,4.0,115.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,232.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0,18.0,0.0,25.0,51.0,0.0,5.0,6.0,14.0,18.0,14.0,35.0,33.0,27.0,26.0,6.0,21.0,34.0,44.0,48.0,56.0,14.0,11.0,0.0,63.0,71.0,131.0,0.0,19.0,8.0,32.0,0.0,0.0,0.0,0.0,406.0,70.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,33.0,30.0,20.0,0.0,22.0,10.0,54.0,35.0,30.0,53.0,0.0,3.0,153.0,27.0,105.0,0.0,34.0,22.0,40.0,22.0,0.0,54.0,14.0,87.0,12.0,30.0,337.0,26.0,0.0,134.0,100.0,30.0,87.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,31.0,42.0,7.0,14.0,12.0,10.0,5.0,20.0,9.0,0.0,3.0,3.0,5.0,6.0,4.0,26.0,9.0,18.0,13.0,0.0,10.0,0.0,0.0,126.0,78.0,8.0,93.0,0.0,0.0,59.0,3.0,116.0,100.0,56.0,8.0,0.0,42.0,0.0,54.0,6.0,15.0,0.0,55.0,31.0,0.0,0.0,0.0,50.0,51.0,21.0,43.0,0.0,37.0,0.0,42.0,99.0,0.0,0.0,18.0,0.0,0.0,4.0,21.0,0.0,0.0,2.0,14.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,34.0,7.0,23.0,22.0,0.0,1.0,45.0,10.0,31.0,3.0,2.0,72.0,0.0,9.0,12.0,49.0,18.0,15.0,163.0,94.0,40.0,46.0,28.0,12.0,16.0,123.0,28.0,62.0,0.0,31.0,86.0,38.0,5.0,9.0,66.0,19.0,55.0,0.0,87.0,14.0,38.0,0.0,53.0,8.0,422.0,0.0,0.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,955.0,0.0,0.0,985.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,36.0,0.0,14.0,0.0,18.0,11.0,5.0,7.0,28.0,16.0,0.0,101.0,0.0,70.0,43.0,20.0,78.0,23.0,25.0,23.0,12.0,19.0,56.0,56.0,10.0,44.0,0.0,0.0,313.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,47.0,0.0,20.0,0.0,3.0,16.0,20.0,65.0,19.0,69.0,0.0,28.0,60.0,0.0,11.0,0.0,0.0,17.0,22.0,0.0,26.0,43.0,4.0,76.0,0.0,48.0,0.0,9.0,70.0,1.0,48.0,64.0,0.0,1.0,0.0,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,9.0,9.0,20.0,41.0,126.0,21.0,7.0,22.0,0.0,10.0,6.0,2.0,8.0,76.0,146.0,62.0,0.0,19.0,337.0,29.0,195.0,0.0,66.0,0.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,28.0,6.0,7.0,0.0,28.0,22.0,0.0,16.0,73.0,1.0,0.0,0.0,40.0,0.0,0.0,27.0,50.0,28.0,99.0,94.0,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,23.0,21.0,0.0,4.0,0.0,16.0,0.0,2.0,17.0,19.0,18.0,1.0,29.0,41.0,6.0,29.0,32.0,2.0,110.0,19.0,3.0,14.0,35.0,98.0,164.0,58.0,19.0,5.0,0.0,15.0,6.0,6.0,36.0,0.0,24.0,0.0,0.0,50.0,66.0,51.0,94.0,0.0,0.0,0.0,0.0,429.0,0.0,245.0,120.0,96.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,18.0,29.0,28.0,18.0,34.0,0.0,2.0,5.0,7.0,0.0,0.0,9.0,51.0,9.0,10.0,0.0,145.0,6.0,2.0,27.0,195.0,172.0,205.0,279.0,40.0,45.0,26.0,0.0,39.0,78.0,4.0,8.0,55.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.0,8.0,0.0,16.0,40.0,0.0,8.0,18.0,24.0,54.0,27.0,56.0,2.0,88.0,139.0,70.0,37.0,55.0,20.0,82.0,42.0,159.0,0.0,64.0,0.0,118.0,11.0,0.0,34.0,0.0,13.0,157.0,184.0,0.0,7.0,3.0,110.0,24.0,63.0,20.0,32.0,0.0,31.0,0.0,26.0,311.0,0.0,72.0,4.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,23.0,0.0,15.0,23.0,16.0,15.0,27.0,10.0,19.0,7.0,3.0,0.0,17.0,24.0,0.0,20.0,68.0,9.0,0.0,39.0,58.0,0.0,0.0,129.0,41.0,0.0,0.0,0.0,89.0,24.0,78.0,36.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,34.0,0.0,0.0,7.0,15.0,34.0,14.0,46.0,11.0,20.0,21.0,30.0,16.0,20.0,56.0,0.0,23.0,114.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,42.0,263.0,14.0,0.0,60.0,326.0,500.0,360.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,23.0,1.0,0.0,0.0,0.0,23.0,0.0,34.0,3.0,6.0,0.0,4.0,0.0,0.0,4.0,6.0,9.0,7.0,1.0,4.0,3.0,20.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.0,10.0,12.0,17.0,32.0,0.0,28.0,0.0,16.0,0.0,11.0,8.0,2.0,8.0,12.0,0.0,12.0,0.0,3.0,2.0,9.0,0.0,4.0,7.0,11.0,34.0,10.0,25.0,16.0,6.0,24.0,13.0,5.0,0.0,0.0,0.0,43.0,7.0,13.0,7.0,3.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,6.0,0.0,20.0,0.0,0.0,47.0,3.0,20.0,5.0,2.0,12.0,15.0,11.0,9.0,13.0,7.0,39.0,44.0,63.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,3.0,14.0,174.0,21.0,8.0,14.0,0.0,59.0,6.0,0.0,5.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,24.0,0.0,0.0,16.0,22.0,65.0,0.0,8.0,24.0,0.0,0.0,15.0,37.0,85.0,12.0,14.0,2.0,53.0,0.0,0.0,24.0,15.0,15.0,35.0,6.0,22.0,42.0,69.0,21.0,112.0,37.0,28.0,5.0,76.0,9.0,58.0,0.0,0.0,156.0,76.0,123.0,0.0,131.0,0.0,0.0,21.0,0.0,65.0,0.0,57.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,4.0,0.0,17.0,23.0,0.0,8.0,12.0,19.0,12.0,20.0,3.0,10.0,0.0,82.0,14.0,40.0,16.0,35.0,3.0,0.0,63.0,0.0,0.0,23.0,3.0,3.0,32.0,8.0,49.0,35.0,0.0,27.0,0.0,0.0,244.0,0.0,185.0,349.0,52.0,0.0,0.0,1000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,23.0,29.0,16.0,25.0,14.0,0.0,4.0,0.0,3.0,0.0,16.0,34.0,17.0,67.0,39.0,16.0,25.0,7.0,0.0,0.0,21.0,18.0,8.0,15.0,38.0,10.0,5.0,4.0,0.0,17.0,16.0,23.0,11.0,28.0,0.0,0.0,31.0,23.0,70.0,55.0,34.0,43.0,22.0,27.0,9.0,0.0,0.0,29.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,18.0,15.0,16.0,22.0,4.0,12.0,8.0,26.0,24.0,0.0,127.0,57.0,0.0,41.0,0.0,0.0,0.0,50.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,11.0,18.0,0.0,0.0,0.0,40.0,56.0,32.0,36.0,12.0,1.0,0.0,4.0,8.0,32.0,0.0,8.0,56.0,55.0,0.0,5.0,12.0,0.0,17.0,0.0,4.0,25.0,22.0,0.0,18.0,8.0,12.0,0.0,5.0,0.0,20.0,0.0,10.0,12.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,7.0,21.0,17.0,1.0,0.0,46.0,15.0,33.0,24.0,36.0,0.0,4.0,10.0,16.0,15.0,47.0,29.0,0.0,24.0,23.0,0.0,11.0,36.0,71.0,40.0,99.0,31.0,1.0,110.0,0.0,0.0,64.0,252.0,9.0,7.0,30.0,3.0,0.0,65.0,45.0,0.0,8.0,134.0,12.0,0.0,0.0,0.0,5.0,71.0,0.0,0.0,0.0,72.0,137.0,17.0,46.0,28.0,2.0,0.0,0.0,0.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
