,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
42,21.0,19.0,28.0,8.0,10.0,16.0,11.0,4.0,0.0,18.0,0.0,20.0,6.0,0.0,0.0,41.0,63.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0,12.0,15.0,8.0,0.0,2.0,17.0,16.0,10.0,30.0,0.0,38.0,0.0,15.0,32.0,14.0,0.0,0.0,27.0,13.0,12.0,0.0,22.0,0.0,0.0,0.0,5.0,19.0,0.0,26.0,0.0,30.0,9.0,41.0,1.0,76.0,0.0,11.0,6.0,4.0,0.0,98.0,10.0,0.0,22.0,0.0,45.0,0.0,33.0,0.0,0.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0,0.0,9.0,5.0,3.0,13.0,8.0,58.0,21.0,14.0,33.0,25.0,23.0,37.0,0.0,0.0,18.0,10.0,1.0,0.0,3.0,0.0,17.0,2.0,0.0,40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,21.0,6.0,0.0,4.0,18.0,1.0,12.0,14.0,11.0,28.0,4.0,17.0,3.0,4.0,9.0,0.0,2.0,5.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,22.0,0.0,30.0,19.0,27.0,0.0,8.0,7.0,23.0,36.0,16.0,5.0,0.0,15.0,25.0,60.0,0.0,6.0,0.0,89.0,0.0,43.0,167.0,36.0,2.0,13.0,0.0,45.0,74.0,21.0,21.0,0.0,0.0,14.0,0.0,41.0,0.0,19.0,62.0,13.0,0.0,0.0,0.0,7.0,47.0,0.0,2.0,10.0,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,13.0,31.0,13.0,8.0,0.0,7.0,22.0,19.0,2.0,21.0,0.0,17.0,2.0,3.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,5.0,32.0,8.0,6.0,6.0,18.0,8.0,17.0,39.0,45.0,29.0,54.0,0.0,0.0,39.0,4.0,19.0,14.0,16.0,21.0,0.0,0.0,0.0,53.0,35.0,4.0,0.0,38.0,171.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,25.0,15.0,21.0,1.0,4.0,20.0,24.0,6.0,0.0,6.0,35.0,19.0,14.0,20.0,24.0,65.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,11.0,53.0,0.0,36.0,1.0,20.0,0.0,15.0,4.0,18.0,4.0,17.0,18.0,24.0,16.0,4.0,10.0,4.0,12.0,18.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,24.0,0.0,10.0,32.0,4.0,7.0,15.0,0.0,7.0,4.0,2.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,26.0,28.0,36.0,12.0,8.0,25.0,11.0,24.0,0.0,23.0,0.0,4.0,0.0,0.0,6.0,3.0,5.0,6.0,4.0,0.0,7.0,12.0,11.0,3.0,0.0,10.0,7.0,0.0,9.0,0.0,0.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,11.0,23.0,0.0,2.0,17.0,50.0,36.0,19.0,16.0,10.0,26.0,26.0,43.0,26.0,28.0,0.0,22.0,8.0,0.0,0.0,100.0,112.0,53.0,0.0,51.0,67.0,47.0,20.0,64.0,53.0,0.0,124.0,224.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,19.0,12.0,11.0,8.0,45.0,47.0,3.0,15.0,0.0,23.0,11.0,2.0,38.0,70.0,17.0,2.0,9.0,2.0,18.0,27.0,9.0,0.0,65.0,0.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5.0,28.0,16.0,0.0,0.0,0.0,13.0,7.0,30.0,3.0,0.0,0.0,35.0,21.0,0.0,33.0,0.0,23.0,1.0,89.0,0.0,105.0,0.0,7.0,47.0,86.0,27.0,40.0,229.0,58.0,0.0,3.0,106.0,0.0,0.0,1.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,21.0,0.0,0.0,16.0,10.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0,44.0,19.0,11.0,143.0,42.0,8.0,4.0,39.0,43.0,13.0,0.0,45.0,0.0,25.0,25.0,0.0,38.0,161.0,166.0,62.0,66.0,0.0,9.0,80.0,0.0,0.0,40.0,38.0,40.0,0.0,26.0,37.0,20.0,0.0,53.0,1.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0,20.0,12.0,0.0,5.0,24.0,10.0,18.0,26.0,13.0,85.0,94.0,29.0,28.0,15.0,27.0,25.0,37.0,11.0,34.0,7.0,23.0,134.0,17.0,0.0,72.0,0.0,0.0,0.0,0.0,104.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6.0,7.0,8.0,13.0,2.0,9.0,14.0,3.0,0.0,11.0,0.0,19.0,8.0,18.0,38.0,0.0,7.0,7.0,3.0,2.0,4.0,0.0,0.0,12.0,2.0,20.0,13.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,33.0,6.0,7.0,7.0,15.0,10.0,5.0,3.0,0.0,0.0,26.0,19.0,16.0,8.0,15.0,45.0,15.0,48.0,74.0,1.0,50.0,16.0,152.0,20.0,0.0,17.0,16.0,0.0,50.0,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,30.0,29.0,19.0,21.0,28.0,35.0,0.0,14.0,0.0,14.0,11.0,25.0,21.0,26.0,14.0,16.0,21.0,0.0,18.0,45.0,6.0,0.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,11.0,23.0,0.0,37.0,15.0,33.0,0.0,2.0,35.0,3.0,13.0,5.0,17.0,8.0,55.0,0.0,28.0,64.0,19.0,40.0,219.0,77.0,73.0,177.0,37.0,39.0,13.0,22.0,6.0,0.0,316.0,20.0,15.0,1.0,10.0,125.0,25.0,46.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,14.0,25.0,0.0,18.0,9.0,0.0,8.0,6.0,3.0,2.0,10.0,0.0,23.0,15.0,42.0,11.0,88.0,0.0,16.0,23.0,0.0,25.0,3.0,37.0,20.0,31.0,67.0,99.0,6.0,0.0,13.0,24.0,0.0,21.0,208.0,20.0,0.0,16.0,0.0,9.0,27.0,9.0,0.0,0.0,5.0,74.0,13.0,1.0,34.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0,10.0,7.0,0.0,12.0,11.0,15.0,24.0,0.0,0.0,12.0,9.0,0.0,21.0,119.0,22.0,44.0,97.0,0.0,0.0,5.0,0.0,22.0,57.0,7.0,32.0,70.0,36.0,13.0,0.0,11.0,0.0,12.0,0.0,29.0,0.0,11.0,0.0,0.0,3.0,3.0,22.0,0.0,0.0,36.0,0.0,56.0,165.0,0.0,15.0,45.0,22.0,0.0,9.0,5.0,0.0,7.0,6.0,0.0,0.0,0.0,2.0,5.0,0.0,20.0,0.0,5.0,0.0,1.0,7.0,15.0,1.0,12.0,5.0,26.0,0.0,0.0,49.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,12.0,13.0,4.0,30.0,49.0,0.0,10.0,18.0,0.0,5.0,0.0,4.0,7.0,33.0,0.0,12.0,0.0,37.0,42.0,18.0,2.0,9.0,0.0,46.0,19.0,68.0,56.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,12.0,28.0,0.0,16.0,0.0,14.0,11.0,13.0,19.0,5.0,18.0,35.0,0.0,0.0,5.0,49.0,4.0,10.0,0.0,1.0,37.0,76.0,0.0,28.0,4.0,2.0,40.0,0.0,8.0,48.0,0.0,30.0,0.0,19.0,13.0,22.0,104.0,0.0,2.0,0.0,0.0,17.0,6.0,0.0,0.0,5.0,5.0,0.0,18.0,1.0,5.0,0.0,9.0,0.0,0.0,20.0,2.0,0.0,4.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0,20.0,16.0,7.0,10.0,15.0,9.0,35.0,0.0,13.0,47.0,20.0,0.0,30.0,4.0,0.0,128.0,0.0,0.0,16.0,0.0,109.0,6.0,31.0,0.0,1.0,21.0,0.0,0.0,22.0,22.0,20.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,28.0,0.0,11.0,0.0,3.0,2.0,10.0,37.0,0.0,27.0,21.0,19.0,30.0,61.0,44.0,0.0,49.0,51.0,0.0,322.0,0.0,0.0,0.0,32.0,91.0,0.0,6.0,118.0,50.0,30.0,54.0,32.0,1.0,0.0,101.0,29.0,12.0,36.0,59.0,45.0,162.0,0.0,0.0,7.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.0,38.0,4.0,13.0,8.0,6.0,0.0,2.0,18.0,8.0,75.0,0.0,31.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,21.0,86.0,70.0,12.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,21.0,23.0,3.0,10.0,0.0,5.0,5.0,5.0,5.0,4.0,7.0,27.0,0.0,48.0,2.0,22.0,18.0,26.0,0.0,1.0,10.0,0.0,38.0,26.0,10.0,28.0,0.0,20.0,49.0,69.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,16.0,5.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,10.0,0.0,0.0,8.0,7.0,0.0,0.0,16.0,11.0,6.0,32.0,0.0,25.0,41.0,31.0,0.0,0.0,15.0,23.0,49.0,4.0,93.0,25.0,10.0,0.0,8.0,0.0,0.0,51.0,16.0,6.0,13.0,11.0,0.0,54.0,0.0,8.0,0.0,74.0,117.0,69.0,0.0,46.0,76.0,0.0,4.0,335.0,102.0,158.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,23.0,21.0,10.0,24.0,20.0,6.0,10.0,28.0,6.0,11.0,0.0,14.0,5.0,19.0,4.0,48.0,12.0,7.0,19.0,30.0,28.0,0.0,29.0,1.0,36.0,9.0,23.0,56.0,0.0,81.0,0.0,1.0,274.0,117.0,14.0,26.0,106.0,18.0,0.0,11.0,129.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,23.0,54.0,6.0,0.0,12.0,1.0,0.0,2.0,20.0,13.0,0.0,17.0,27.0,23.0,0.0,2.0,4.0,92.0,39.0,70.0,0.0,148.0,96.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,16.0,7.0,18.0,15.0,17.0,26.0,8.0,18.0,6.0,45.0,9.0,0.0,3.0,0.0,5.0,53.0,0.0,17.0,18.0,24.0,66.0,0.0,47.0,3.0,0.0,8.0,14.0,0.0,50.0,6.0,9.0,7.0,19.0,19.0,5.0,0.0,3.0,9.0,8.0,7.0,0.0,0.0,0.0,46.0,0.0,0.0,3.0,10.0,0.0,0.0,7.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,6.0,7.0,36.0,23.0,13.0,2.0,0.0,37.0,43.0,0.0,0.0,56.0,39.0,0.0,56.0,19.0,0.0,25.0,46.0,0.0,0.0,17.0,0.0,38.0,3.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,128.0,0.0,0.0,25.0,14.0,38.0,4.0,33.0,14.0,617.0,23.0,78.0,34.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,28.0,24.0,0.0,0.0,23.0,2.0,0.0,0.0,14.0,2.0,2.0,4.0,6.0,6.0,31.0,5.0,0.0,37.0,4.0,9.0,34.0,11.0,7.0,3.0,21.0,17.0,12.0,46.0,9.0,6.0,0.0,0.0,24.0,3.0,0.0,43.0,0.0,0.0,3.0,26.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,23.0,12.0,3.0,45.0,0.0,7.0,3.0,0.0,29.0,20.0,0.0,52.0,0.0,1.0,0.0,34.0,21.0,0.0,8.0,0.0,11.0,0.0,26.0,121.0,0.0,0.0,5.0,26.0,52.0,9.0,22.0,31.0,0.0,54.0,0.0,0.0,0.0,20.0,29.0,0.0,10.0,34.0,0.0,0.0,12.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2.0,4.0,3.0,15.0,23.0,11.0,81.0,24.0,25.0,50.0,176.0,121.0,156.0,24.0,14.0,226.0,182.0,20.0,33.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,10.0,15.0,4.0,26.0,62.0,6.0,4.0,0.0,27.0,24.0,36.0,0.0,12.0,22.0,47.0,19.0,14.0,8.0,22.0,59.0,11.0,1.0,21.0,21.0,9.0,18.0,4.0,17.0,0.0,26.0,5.0,2.0,2.0,5.0,0.0,0.0,5.0,0.0,4.0,9.0,40.0,0.0,42.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
77,18.0,34.0,14.0,5.0,2.0,9.0,24.0,36.0,19.0,36.0,6.0,0.0,15.0,38.0,23.0,26.0,43.0,51.0,101.0,107.0,103.0,3.0,12.0,34.0,71.0,0.0,515.0,61.0,0.0,4.0,219.0,416.0,171.0,24.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,29.0,20.0,5.0,11.0,3.0,5.0,5.0,42.0,22.0,15.0,0.0,13.0,5.0,0.0,2.0,39.0,32.0,21.0,69.0,0.0,8.0,80.0,35.0,35.0,63.0,9.0,108.0,26.0,0.0,92.0,18.0,41.0,0.0,63.0,31.0,0.0,0.0,50.0,28.0,0.0,0.0,0.0,74.0,37.0,14.0,40.0,22.0,48.0,0.0,0.0,0.0,0.0,0.0,46.0,14.0,0.0,409.0,49.0,349.0,6.0,0.0,266.0,363.0,153.0,192.0,105.0,0.0,0.0,184.0,78.0,11.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,20.0,47.0,15.0,9.0,21.0,17.0,27.0,0.0,0.0,0.0,6.0,11.0,17.0,20.0,25.0,38.0,38.0,4.0,0.0,128.0,14.0,12.0,235.0,128.0,43.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1.0,23.0,17.0,15.0,15.0,11.0,0.0,3.0,23.0,0.0,0.0,6.0,5.0,30.0,0.0,14.0,5.0,3.0,0.0,18.0,0.0,0.0,19.0,13.0,11.0,4.0,8.0,12.0,0.0,0.0,18.0,1.0,0.0,7.0,2.0,0.0,0.0,7.0,3.0,13.0,12.0,0.0,14.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,19.0,63.0,1.0,16.0,2.0,2.0,0.0,11.0,0.0,10.0,0.0,0.0,5.0,12.0,0.0,9.0,4.0,3.0,461.0,25.0,0.0,24.0,0.0,0.0,0.0,22.0,97.0,177.0,28.0,0.0,47.0,3.0,10.0,11.0,10.0,86.0,8.0,15.0,12.0,17.0,0.0,7.0,36.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,29.0,14.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,21.0,52.0,31.0,0.0,40.0,51.0,22.0,7.0,31.0,75.0,6.0,45.0,0.0,48.0,0.0,18.0,16.0,293.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.0,1.0,27.0,45.0,2.0,0.0,4.0,0.0,56.0,45.0,21.0,12.0,0.0,13.0,38.0,20.0,0.0,25.0,49.0,8.0,3.0,25.0,8.0,19.0,75.0,25.0,3.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0,29.0,527.0,67.0,1.0,0.0,0.0,149.0,47.0,45.0,49.0,0.0,126.0,42.0,0.0,2.0,225.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,5.0,41.0,34.0,25.0,0.0,3.0,5.0,21.0,14.0,30.0,0.0,0.0,10.0,0.0,99.0,0.0,79.0,27.0,11.0,2.0,2.0,0.0,34.0,0.0,0.0,14.0,22.0,3.0,84.0,0.0,138.0,77.0,120.0,348.0,77.0,2.0,107.0,52.0,61.0,83.0,186.0,14.0,1.0,2.0,53.0,52.0,9.0,53.0,117.0,52.0,0.0,0.0,0.0,249.0,51.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,17.0,32.0,7.0,3.0,21.0,3.0,7.0,23.0,27.0,17.0,0.0,18.0,0.0,14.0,11.0,41.0,29.0,4.0,17.0,2.0,19.0,0.0,54.0,16.0,0.0,66.0,39.0,8.0,27.0,7.0,14.0,23.0,13.0,92.0,95.0,86.0,65.0,149.0,0.0,0.0,34.0,2.0,4.0,24.0,6.0,0.0,14.0,3.0,77.0,437.0,0.0,0.0,7.0,22.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,21.0,25.0,32.0,0.0,25.0,57.0,12.0,16.0,27.0,0.0,50.0,12.0,0.0,68.0,51.0,6.0,17.0,32.0,4.0,55.0,172.0,25.0,37.0,166.0,267.0,116.0,71.0,118.0,37.0,35.0,10.0,5.0,25.0,113.0,0.0,58.0,0.0,13.0,10.0,13.0,0.0,0.0,331.0,0.0,15.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,34.0,38.0,5.0,19.0,0.0,14.0,16.0,0.0,10.0,16.0,0.0,13.0,0.0,0.0,1.0,53.0,8.0,4.0,22.0,5.0,27.0,38.0,29.0,22.0,21.0,11.0,8.0,1.0,25.0,0.0,1.0,6.0,19.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
