,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
88,4.0,0.0,14.0,16.0,0.0,14.0,0.0,0.0,21.0,0.0,0.0,9.0,60.0,11.0,21.0,0.0,24.0,26.0,19.0,23.0,8.0,0.0,7.0,8.0,6.0,0.0,29.0,13.0,38.0,32.0,16.0,20.0,5.0,40.0,0.0,4.0,24.0,14.0,21.0,25.0,16.0,21.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,31.0,44.0,0.0,20.0,0.0,45.0,43.0,0.0,18.0,7.0,0.0,6.0,17.0,15.0,7.0,0.0,0.0,0.0,0.0,24.0,18.0,8.0,57.0,0.0,19.0,2.0,1.0,58.0,0.0,0.0,76.0,11.0,0.0,11.0,3.0,7.0,5.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,13.0,54.0,7.0,0.0,24.0,21.0,32.0,23.0,0.0,15.0,5.0,9.0,78.0,15.0,25.0,0.0,21.0,29.0,0.0,0.0,0.0,19.0,0.0,26.0,80.0,11.0,0.0,34.0,0.0,28.0,10.0,102.0,26.0,0.0,8.0,29.0,23.0,17.0,52.0,0.0,57.0,25.0,197.0,15.0,32.0,38.0,14.0,71.0,39.0,14.0,53.0,36.0,127.0,14.0,62.0,0.0,0.0,41.0,0.0,51.0,59.0,2.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,15.0,11.0,31.0,37.0,0.0,23.0,0.0,0.0,7.0,21.0,13.0,3.0,9.0,0.0,54.0,8.0,0.0,12.0,2.0,6.0,4.0,33.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.0,9.0,10.0,9.0,6.0,4.0,0.0,30.0,20.0,21.0,0.0,4.0,23.0,51.0,101.0,0.0,124.0,27.0,19.0,17.0,47.0,116.0,15.0,83.0,44.0,3.0,0.0,9.0,33.0,16.0,26.0,10.0,4.0,11.0,3.0,106.0,9.0,10.0,5.0,41.0,24.0,0.0,19.0,0.0,186.0,0.0,0.0,0.0,44.0,229.0,52.0,482.0,164.0,22.0,132.0,49.0,106.0,0.0,8.0,0.0,0.0,12.0,131.0,27.0,0.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,13.0,18.0,3.0,24.0,3.0,0.0,20.0,8.0,19.0,16.0,27.0,5.0,11.0,29.0,0.0,15.0,21.0,5.0,34.0,23.0,48.0,22.0,10.0,42.0,55.0,0.0,68.0,57.0,67.0,0.0,0.0,7.0,0.0,31.0,247.0,39.0,0.0,0.0,17.0,179.0,2.0,0.0,44.0,54.0,103.0,0.0,16.0,32.0,92.0,0.0,82.0,157.0,121.0,18.0,34.0,38.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,11.0,20.0,4.0,4.0,4.0,0.0,15.0,5.0,5.0,0.0,11.0,0.0,0.0,11.0,19.0,13.0,61.0,56.0,27.0,29.0,54.0,0.0,32.0,14.0,8.0,0.0,13.0,19.0,11.0,47.0,5.0,17.0,0.0,19.0,0.0,5.0,104.0,0.0,4.0,21.0,92.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.0,31.0,3.0,0.0,18.0,14.0,4.0,9.0,0.0,0.0,36.0,0.0,12.0,5.0,15.0,0.0,0.0,22.0,22.0,10.0,5.0,0.0,11.0,35.0,17.0,0.0,30.0,13.0,1.0,64.0,5.0,10.0,1.0,13.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,22.0,0.0,13.0,18.0,0.0,21.0,8.0,5.0,5.0,8.0,14.0,60.0,0.0,15.0,3.0,13.0,0.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,5.0,11.0,23.0,9.0,6.0,5.0,3.0,0.0,32.0,24.0,8.0,3.0,0.0,0.0,9.0,0.0,0.0,31.0,7.0,35.0,18.0,0.0,0.0,0.0,0.0,1.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,23.0,24.0,21.0,3.0,37.0,0.0,11.0,12.0,16.0,44.0,2.0,0.0,36.0,27.0,129.0,28.0,0.0,37.0,30.0,20.0,20.0,106.0,1.0,0.0,0.0,28.0,11.0,10.0,32.0,60.0,73.0,0.0,0.0,47.0,75.0,318.0,446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,20.0,18.0,0.0,10.0,0.0,8.0,0.0,16.0,5.0,30.0,16.0,12.0,0.0,6.0,0.0,16.0,23.0,0.0,0.0,57.0,11.0,16.0,23.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,45.0,19.0,6.0,6.0,7.0,0.0,61.0,8.0,12.0,15.0,22.0,16.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,1.0,7.0,0.0,3.0,0.0,2.0,0.0,10.0,0.0,0.0,432.0,32.0,15.0,22.0,78.0,189.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,15.0,20.0,7.0,0.0,15.0,12.0,14.0,0.0,0.0,18.0,0.0,73.0,34.0,58.0,69.0,18.0,136.0,0.0,66.0,16.0,32.0,57.0,205.0,307.0,91.0,0.0,263.0,34.0,16.0,43.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,7.0,10.0,10.0,18.0,2.0,7.0,29.0,24.0,25.0,18.0,84.0,12.0,61.0,23.0,51.0,48.0,12.0,85.0,80.0,16.0,49.0,44.0,33.0,0.0,0.0,168.0,1.0,29.0,16.0,43.0,11.0,2.0,0.0,0.0,0.0,64.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,18.0,18.0,4.0,0.0,6.0,7.0,29.0,28.0,11.0,0.0,9.0,19.0,24.0,14.0,6.0,13.0,0.0,3.0,32.0,36.0,14.0,0.0,58.0,48.0,61.0,116.0,28.0,26.0,108.0,0.0,41.0,8.0,45.0,90.0,79.0,61.0,40.0,98.0,19.0,13.0,26.0,91.0,27.0,7.0,15.0,9.0,35.0,32.0,0.0,0.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,24.0,28.0,20.0,29.0,16.0,0.0,0.0,0.0,4.0,32.0,5.0,33.0,0.0,0.0,0.0,25.0,5.0,6.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,7.0,24.0,15.0,0.0,31.0,41.0,35.0,0.0,0.0,20.0,30.0,23.0,0.0,0.0,0.0,7.0,26.0,13.0,20.0,23.0,0.0,0.0,0.0,0.0,7.0,24.0,22.0,0.0,59.0,65.0,25.0,15.0,13.0,64.0,18.0,13.0,16.0,45.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,27.0,43.0,8.0,24.0,11.0,37.0,6.0,19.0,62.0,12.0,0.0,0.0,33.0,24.0,0.0,8.0,0.0,33.0,23.0,26.0,29.0,0.0,60.0,38.0,1.0,0.0,116.0,126.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,9.0,14.0,3.0,27.0,25.0,15.0,4.0,74.0,20.0,27.0,60.0,19.0,4.0,51.0,8.0,0.0,96.0,31.0,0.0,105.0,79.0,0.0,13.0,54.0,26.0,46.0,23.0,10.0,0.0,0.0,0.0,122.0,100.0,0.0,75.0,64.0,219.0,22.0,32.0,10.0,21.0,155.0,0.0,26.0,73.0,102.0,0.0,155.0,0.0,3.0,53.0,0.0,0.0,0.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1.0,48.0,13.0,14.0,25.0,14.0,0.0,17.0,39.0,42.0,26.0,0.0,4.0,21.0,24.0,0.0,0.0,24.0,74.0,36.0,1.0,32.0,18.0,23.0,0.0,0.0,26.0,102.0,100.0,177.0,30.0,37.0,8.0,16.0,56.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,275.0,55.0,0.0,0.0,180.0,341.0,0.0,0.0,39.0,6.0,42.0,0.0,0.0,112.0,49.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,8.0,22.0,14.0,17.0,16.0,8.0,18.0,6.0,38.0,20.0,6.0,54.0,39.0,7.0,0.0,5.0,8.0,12.0,0.0,34.0,25.0,5.0,30.0,43.0,0.0,19.0,75.0,0.0,0.0,70.0,0.0,95.0,8.0,20.0,38.0,6.0,0.0,351.0,140.0,0.0,0.0,71.0,320.0,129.0,97.0,0.0,0.0,47.0,0.0,0.0,0.0,82.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.0,27.0,4.0,11.0,7.0,0.0,2.0,38.0,1.0,27.0,0.0,46.0,18.0,0.0,0.0,11.0,20.0,0.0,2.0,6.0,0.0,0.0,8.0,19.0,0.0,10.0,9.0,65.0,2.0,8.0,4.0,0.0,12.0,13.0,7.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,13.0,22.0,0.0,29.0,26.0,29.0,8.0,10.0,76.0,135.0,48.0,18.0,119.0,23.0,22.0,11.0,12.0,33.0,13.0,0.0,16.0,29.0,4.0,17.0,3.0,35.0,21.0,59.0,0.0,68.0,8.0,40.0,23.0,20.0,14.0,2.0,0.0,6.0,5.0,198.0,41.0,3.0,0.0,5.0,118.0,4.0,21.0,2.0,0.0,10.0,0.0,10.0,6.0,5.0,1.0,0.0,10.0,2.0,7.0,0.0,13.0,0.0,3.0,0.0,15.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,13.0,11.0,9.0,0.0,13.0,1.0,23.0,16.0,15.0,28.0,71.0,16.0,94.0,14.0,86.0,50.0,142.0,32.0,35.0,18.0,0.0,39.0,62.0,0.0,0.0,20.0,11.0,0.0,58.0,0.0,45.0,11.0,16.0,107.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,78.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,6.0,3.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
112,35.0,35.0,0.0,5.0,1.0,0.0,2.0,23.0,31.0,31.0,14.0,36.0,13.0,0.0,88.0,25.0,57.0,28.0,2.0,11.0,1.0,12.0,19.0,13.0,8.0,64.0,92.0,0.0,110.0,0.0,94.0,30.0,4.0,32.0,0.0,151.0,0.0,36.0,76.0,275.0,285.0,20.0,105.0,54.0,35.0,0.0,17.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,18.0,14.0,10.0,3.0,19.0,17.0,20.0,28.0,0.0,3.0,16.0,16.0,61.0,19.0,0.0,30.0,124.0,28.0,12.0,28.0,121.0,0.0,0.0,13.0,65.0,60.0,0.0,0.0,537.0,324.0,535.0,0.0,35.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.0,4.0,3.0,0.0,0.0,7.0,23.0,25.0,32.0,13.0,21.0,26.0,13.0,84.0,53.0,0.0,14.0,16.0,19.0,43.0,17.0,68.0,70.0,66.0,7.0,35.0,7.0,0.0,0.0,0.0,103.0,4.0,29.0,0.0,0.0,1.0,3.0,7.0,33.0,0.0,0.0,312.0,0.0,0.0,30.0,108.0,23.0,83.0,13.0,25.0,9.0,184.0,34.0,106.0,17.0,0.0,0.0,0.0,970.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,11.0,24.0,7.0,40.0,41.0,0.0,44.0,3.0,0.0,8.0,14.0,1.0,18.0,12.0,14.0,0.0,34.0,4.0,5.0,5.0,0.0,0.0,31.0,20.0,0.0,0.0,6.0,22.0,54.0,37.0,19.0,0.0,88.0,18.0,48.0,32.0,147.0,0.0,261.0,281.0,45.0,21.0,32.0,29.0,3.0,0.0,0.0,0.0,0.0,9.0,20.0,19.0,72.0,36.0,0.0,3.0,52.0,15.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.0,0.0,19.0,14.0,4.0,0.0,10.0,32.0,23.0,29.0,13.0,8.0,0.0,0.0,19.0,13.0,38.0,34.0,5.0,10.0,54.0,3.0,27.0,13.0,43.0,6.0,42.0,0.0,12.0,8.0,636.0,44.0,0.0,0.0,130.0,0.0,15.0,605.0,136.0,0.0,55.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,21.0,6.0,16.0,54.0,12.0,7.0,0.0,13.0,32.0,20.0,27.0,49.0,3.0,41.0,9.0,51.0,24.0,10.0,143.0,14.0,105.0,36.0,23.0,0.0,13.0,48.0,28.0,60.0,16.0,135.0,0.0,27.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,3.0,0.0,16.0,5.0,27.0,31.0,19.0,5.0,17.0,0.0,24.0,34.0,46.0,15.0,54.0,50.0,71.0,53.0,15.0,0.0,0.0,78.0,66.0,29.0,62.0,4.0,19.0,29.0,50.0,3.0,22.0,205.0,149.0,103.0,42.0,12.0,51.0,0.0,148.0,303.0,148.0,0.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,13.0,10.0,18.0,22.0,0.0,50.0,12.0,0.0,0.0,22.0,6.0,0.0,52.0,99.0,18.0,23.0,0.0,517.0,16.0,27.0,2.0,22.0,84.0,20.0,18.0,32.0,24.0,91.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,6.0,0.0,21.0,6.0,1.0,6.0,13.0,10.0,0.0,2.0,6.0,58.0,0.0,31.0,3.0,0.0,16.0,2.0,4.0,0.0,0.0,8.0,0.0,0.0,13.0,5.0,9.0,6.0,1.0,9.0,4.0,0.0,0.0,2.0,0.0,20.0,12.0,39.0,5.0,30.0,0.0,9.0,106.0,12.0,27.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
121,1.0,4.0,0.0,0.0,50.0,22.0,0.0,17.0,2.0,15.0,6.0,21.0,27.0,19.0,0.0,0.0,64.0,0.0,4.0,73.0,6.0,0.0,53.0,100.0,31.0,339.0,60.0,39.0,23.0,0.0,0.0,0.0,23.0,162.0,134.0,87.0,16.0,9.0,3.0,0.0,2.0,0.0,1.0,3.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,28.0,16.0,7.0,13.0,9.0,6.0,12.0,6.0,1.0,4.0,6.0,3.0,22.0,8.0,0.0,31.0,0.0,0.0,0.0,0.0,3.0,0.0,49.0,13.0,0.0,23.0,0.0,266.0,0.0,2.0,0.0,0.0,0.0,20.0,16.0,0.0,53.0,250.0,526.0,90.0,0.0,9.0,7.0,22.0,26.0,0.0,37.0,360.0,97.0,11.0,21.0,0.0,43.0,421.0,0.0,31.0,23.0,8.0,76.0,13.0,8.0,64.0,463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,45.0,20.0,3.0,7.0,10.0,0.0,17.0,5.0,25.0,26.0,8.0,31.0,0.0,14.0,15.0,41.0,30.0,37.0,17.0,6.0,13.0,28.0,45.0,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0.0,24.0,5.0,0.0,21.0,10.0,18.0,11.0,30.0,9.0,6.0,19.0,30.0,25.0,0.0,36.0,43.0,0.0,20.0,11.0,0.0,6.0,0.0,40.0,0.0,8.0,0.0,26.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,4.0,14.0,4.0,13.0,9.0,2.0,7.0,13.0,10.0,14.0,32.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,12.0,12.0,38.0,0.0,4.0,0.0,13.0,18.0,9.0,27.0,16.0,8.0,16.0,19.0,22.0,14.0,0.0,21.0,0.0,0.0,20.0,3.0,56.0,4.0,0.0,75.0,5.0,80.0,0.0,48.0,26.0,117.0,15.0,11.0,0.0,36.0,268.0,0.0,0.0,0.0,49.0,0.0,0.0,24.0,0.0,0.0,11.0,0.0,0.0,14.0,31.0,0.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,3.0,26.0,8.0,16.0,28.0,10.0,5.0,13.0,0.0,0.0,19.0,4.0,15.0,38.0,8.0,8.0,17.0,0.0,0.0,0.0,10.0,0.0,23.0,18.0,12.0,17.0,19.0,0.0,0.0,16.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0.0,29.0,2.0,3.0,29.0,17.0,64.0,2.0,33.0,0.0,0.0,61.0,19.0,0.0,0.0,7.0,25.0,61.0,6.0,16.0,3.0,72.0,0.0,2.0,0.0,32.0,4.0,13.0,108.0,13.0,0.0,21.0,34.0,60.0,25.0,118.0,35.0,0.0,28.0,0.0,0.0,0.0,3.0,40.0,0.0,196.0,110.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,10.0,15.0,9.0,0.0,0.0,0.0,3.0,13.0,10.0,0.0,16.0,15.0,0.0,29.0,47.0,40.0,0.0,12.0,0.0,188.0,0.0,41.0,0.0,0.0,22.0,9.0,49.0,0.0,3.0,0.0,0.0,54.0,0.0,0.0,35.0,6.0,35.0,0.0,138.0,430.0,12.0,157.0,150.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,13.0,23.0,29.0,13.0,7.0,12.0,0.0,16.0,81.0,37.0,109.0,64.0,31.0,56.0,18.0,6.0,0.0,0.0,16.0,23.0,113.0,28.0,2.0,85.0,26.0,73.0,81.0,17.0,71.0,98.0,191.0,0.0,9.0,0.0,48.0,0.0,44.0,117.0,54.0,0.0,16.0,0.0,0.0,22.0,10.0,49.0,10.0,14.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2.0,14.0,22.0,4.0,12.0,29.0,4.0,13.0,41.0,0.0,42.0,18.0,0.0,53.0,0.0,66.0,8.0,0.0,33.0,68.0,141.0,68.0,74.0,114.0,123.0,25.0,0.0,0.0,22.0,0.0,0.0,100.0,0.0,29.0,0.0,0.0,203.0,41.0,154.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,24.0,3.0,0.0,14.0,39.0,21.0,7.0,0.0,15.0,18.0,7.0,0.0,0.0,4.0,75.0,45.0,11.0,11.0,0.0,0.0,46.0,60.0,20.0,52.0,13.0,5.0,0.0,38.0,1.0,45.0,5.0,0.0,105.0,56.0,79.0,38.0,19.0,5.0,0.0,0.0,0.0,80.0,72.0,97.0,0.0,40.0,71.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
