,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132
81,21.0,8.0,14.0,14.0,75.0,0.0,4.0,21.0,18.0,0.0,13.0,0.0,40.0,20.0,1.0,13.0,8.0,4.0,0.0,0.0,0.0,25.0,55.0,22.0,0.0,0.0,23.0,0.0,27.0,54.0,0.0,32.0,0.0,0.0,0.0,172.0,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.0,2.0,9.0,5.0,46.0,0.0,26.0,0.0,0.0,12.0,13.0,0.0,22.0,34.0,42.0,16.0,11.0,8.0,3.0,50.0,2.0,5.0,10.0,13.0,15.0,30.0,3.0,10.0,20.0,0.0,41.0,0.0,74.0,0.0,0.0,6.0,0.0,5.0,0.0,7.0,0.0,3.0,1.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2.0,0.0,13.0,1.0,8.0,10.0,5.0,9.0,8.0,14.0,34.0,25.0,9.0,0.0,0.0,5.0,4.0,248.0,72.0,0.0,0.0,39.0,0.0,4.0,402.0,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,20.0,7.0,16.0,25.0,3.0,20.0,50.0,21.0,14.0,11.0,38.0,44.0,69.0,15.0,23.0,68.0,36.0,24.0,0.0,10.0,0.0,3.0,8.0,40.0,0.0,31.0,0.0,270.0,0.0,0.0,36.0,18.0,181.0,31.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,9.0,24.0,6.0,0.0,13.0,17.0,18.0,9.0,0.0,0.0,27.0,41.0,6.0,45.0,11.0,0.0,6.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8.0,46.0,10.0,2.0,49.0,10.0,8.0,0.0,5.0,7.0,0.0,33.0,39.0,29.0,1.0,15.0,0.0,12.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,7.0,15.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,17.0,16.0,42.0,27.0,3.0,34.0,58.0,125.0,54.0,11.0,3.0,33.0,23.0,23.0,88.0,0.0,43.0,8.0,1.0,41.0,45.0,0.0,0.0,34.0,0.0,49.0,33.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,8.0,9.0,3.0,0.0,7.0,13.0,13.0,12.0,20.0,5.0,26.0,0.0,0.0,15.0,122.0,0.0,54.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,10.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,13.0,11.0,9.0,10.0,4.0,13.0,9.0,0.0,22.0,37.0,3.0,16.0,21.0,43.0,124.0,120.0,15.0,0.0,0.0,47.0,49.0,103.0,22.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.0,23.0,0.0,14.0,2.0,11.0,11.0,10.0,16.0,32.0,50.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.0,10.0,0.0,0.0,14.0,0.0,13.0,31.0,33.0,0.0,10.0,20.0,10.0,3.0,20.0,25.0,26.0,59.0,72.0,0.0,7.0,0.0,10.0,17.0,28.0,21.0,6.0,5.0,0.0,56.0,0.0,9.0,9.0,4.0,5.0,31.0,37.0,41.0,35.0,27.0,0.0,25.0,52.0,0.0,0.0,27.0,8.0,35.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,14.0,8.0,4.0,24.0,2.0,6.0,4.0,12.0,27.0,18.0,4.0,25.0,11.0,9.0,19.0,0.0,11.0,1.0,0.0,5.0,0.0,5.0,0.0,11.0,5.0,0.0,9.0,3.0,0.0,2.0,0.0,0.0,5.0,12.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,35.0,30.0,0.0,0.0,40.0,21.0,21.0,26.0,10.0,2.0,16.0,9.0,40.0,55.0,6.0,0.0,13.0,17.0,69.0,2.0,0.0,23.0,33.0,14.0,47.0,0.0,19.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.0,8.0,0.0,0.0,0.0,5.0,3.0,4.0,0.0,0.0,8.0,3.0,1.0,16.0,3.0,13.0,0.0,9.0,19.0,0.0,17.0,0.0,6.0,0.0,64.0,0.0,50.0,5.0,0.0,222.0,1.0,26.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,5.0,26.0,0.0,9.0,11.0,1.0,12.0,27.0,0.0,26.0,0.0,40.0,5.0,0.0,0.0,13.0,28.0,20.0,19.0,0.0,12.0,3.0,19.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,23.0,24.0,13.0,16.0,24.0,23.0,37.0,0.0,27.0,84.0,12.0,33.0,37.0,0.0,0.0,9.0,9.0,0.0,56.0,0.0,14.0,10.0,0.0,16.0,0.0,6.0,1.0,27.0,29.0,16.0,17.0,8.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,6.0,9.0,2.0,0.0,35.0,13.0,0.0,20.0,34.0,18.0,38.0,7.0,5.0,3.0,0.0,0.0,9.0,71.0,0.0,35.0,20.0,0.0,10.0,39.0,0.0,0.0,13.0,0.0,27.0,0.0,291.0,0.0,0.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,5.0,21.0,12.0,0.0,3.0,14.0,6.0,6.0,0.0,25.0,17.0,1.0,5.0,0.0,0.0,37.0,9.0,0.0,39.0,0.0,56.0,38.0,45.0,18.0,29.0,1.0,15.0,10.0,32.0,1.0,7.0,6.0,4.0,88.0,41.0,21.0,35.0,115.0,14.0,0.0,44.0,29.0,0.0,0.0,53.0,21.0,51.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,20.0,4.0,29.0,15.0,8.0,9.0,13.0,0.0,46.0,17.0,25.0,0.0,37.0,86.0,64.0,3.0,93.0,44.0,0.0,21.0,20.0,19.0,9.0,0.0,32.0,3.0,21.0,0.0,0.0,0.0,5.0,9.0,11.0,4.0,32.0,0.0,4.0,5.0,10.0,8.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,4.0,5.0,0.0,6.0,7.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,80.0,0.0,0.0,592.0,20.0,8.0,0.0,0.0,0.0,61.0,0.0,0.0,114.0,149.0,0.0,29.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,32.0,28.0,0.0,6.0,17.0,13.0,1.0,1.0,9.0,15.0,24.0,3.0,45.0,7.0,0.0,0.0,142.0,0.0,22.0,24.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,29.0,18.0,11.0,55.0,25.0,6.0,0.0,5.0,19.0,109.0,8.0,14.0,0.0,12.0,136.0,0.0,5.0,37.0,0.0,22.0,6.0,42.0,54.0,40.0,16.0,8.0,183.0,43.0,165.0,75.0,150.0,33.0,67.0,61.0,12.0,41.0,111.0,0.0,2.0,0.0,0.0,0.0,304.0,116.0,0.0,1.0,22.0,36.0,37.0,43.0,40.0,76.0,10.0,10.0,14.0,5.0,0.0,2.0,0.0,10.0,0.0,2.0,241.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,7.0,0.0,24.0,16.0,0.0,9.0,18.0,0.0,37.0,9.0,4.0,0.0,58.0,15.0,2.0,3.0,20.0,0.0,22.0,0.0,0.0,0.0,66.0,64.0,24.0,0.0,22.0,0.0,21.0,53.0,0.0,82.0,2.0,0.0,19.0,20.0,215.0,6.0,3.0,60.0,8.0,3.0,51.0,24.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,4.0,0.0,7.0,0.0,23.0,24.0,2.0,16.0,0.0,7.0,62.0,33.0,14.0,0.0,17.0,0.0,3.0,7.0,23.0,7.0,31.0,194.0,10.0,39.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,9.0,31.0,0.0,0.0,11.0,24.0,0.0,0.0,46.0,26.0,0.0,13.0,6.0,36.0,13.0,0.0,85.0,8.0,127.0,150.0,81.0,0.0,0.0,0.0,65.0,120.0,0.0,45.0,0.0,33.0,99.0,101.0,0.0,109.0,13.0,50.0,0.0,51.0,77.0,0.0,107.0,1.0,72.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,13.0,0.0,21.0,4.0,0.0,8.0,8.0,16.0,5.0,19.0,9.0,8.0,26.0,13.0,33.0,0.0,14.0,3.0,48.0,12.0,11.0,10.0,26.0,23.0,35.0,24.0,56.0,23.0,0.0,0.0,0.0,47.0,41.0,136.0,5.0,89.0,148.0,0.0,25.0,0.0,0.0,30.0,22.0,2.0,0.0,0.0,13.0,1.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,16.0,12.0,0.0,23.0,20.0,24.0,7.0,14.0,61.0,0.0,52.0,4.0,0.0,18.0,8.0,33.0,8.0,17.0,37.0,68.0,21.0,20.0,18.0,10.0,0.0,47.0,48.0,28.0,10.0,0.0,14.0,0.0,3.0,0.0,36.0,0.0,27.0,8.0,0.0,48.0,149.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.0,39.0,25.0,11.0,0.0,31.0,0.0,11.0,2.0,13.0,18.0,29.0,0.0,0.0,17.0,3.0,50.0,23.0,6.0,3.0,76.0,0.0,12.0,26.0,33.0,387.0,22.0,85.0,55.0,0.0,8.0,20.0,87.0,4.0,0.0,66.0,139.0,25.0,0.0,105.0,0.0,52.0,86.0,42.0,113.0,0.0,31.0,4.0,17.0,6.0,1.0,0.0,18.0,0.0,15.0,17.0,31.0,0.0,20.0,15.0,30.0,3.0,0.0,3.0,0.0,7.0,0.0,19.0,12.0,0.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,8.0,13.0,0.0,12.0,13.0,24.0,0.0,8.0,20.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,3.0,7.0,31.0,10.0,8.0,12.0,0.0,8.0,10.0,11.0,15.0,0.0,0.0,0.0,25.0,0.0,15.0,15.0,18.0,7.0,17.0,0.0,10.0,13.0,0.0,41.0,29.0,36.0,43.0,24.0,27.0,9.0,22.0,0.0,7.0,44.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,10.0,10.0,36.0,25.0,13.0,12.0,13.0,25.0,18.0,81.0,15.0,0.0,63.0,7.0,4.0,0.0,19.0,35.0,0.0,0.0,14.0,10.0,16.0,27.0,0.0,1.0,19.0,21.0,34.0,33.0,0.0,174.0,4.0,5.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,9.0,10.0,25.0,85.0,40.0,13.0,0.0,0.0,187.0,167.0,0.0,136.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,39.0,36.0,12.0,14.0,0.0,0.0,2.0,19.0,9.0,21.0,0.0,2.0,0.0,3.0,1.0,8.0,59.0,4.0,13.0,12.0,22.0,23.0,21.0,10.0,45.0,46.0,0.0,11.0,112.0,14.0,264.0,26.0,24.0,0.0,17.0,38.0,0.0,25.0,7.0,0.0,253.0,522.0,0.0,57.0,16.0,21.0,78.0,12.0,19.0,0.0,52.0,23.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,12.0,0.0,33.0,0.0,60.0,18.0,0.0,18.0,22.0,23.0,23.0,27.0,0.0,42.0,9.0,94.0,0.0,9.0,8.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2.0,16.0,31.0,18.0,63.0,1.0,26.0,13.0,42.0,34.0,39.0,3.0,1.0,0.0,0.0,49.0,4.0,11.0,16.0,45.0,22.0,103.0,21.0,17.0,18.0,0.0,16.0,17.0,0.0,196.0,12.0,5.0,5.0,0.0,3.0,10.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,18.0,2.0,11.0,14.0,23.0,6.0,59.0,2.0,2.0,0.0,0.0,26.0,14.0,13.0,10.0,59.0,10.0,15.0,0.0,4.0,0.0,0.0,32.0,10.0,0.0,17.0,8.0,0.0,49.0,29.0,9.0,285.0,13.0,1.0,32.0,0.0,225.0,31.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,17.0,26.0,22.0,0.0,20.0,15.0,0.0,36.0,11.0,34.0,2.0,0.0,47.0,58.0,64.0,40.0,0.0,8.0,0.0,0.0,23.0,34.0,12.0,53.0,8.0,90.0,0.0,8.0,163.0,5.0,0.0,92.0,32.0,152.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,24.0,20.0,23.0,0.0,34.0,13.0,31.0,0.0,14.0,18.0,9.0,13.0,0.0,66.0,3.0,0.0,7.0,0.0,63.0,27.0,46.0,37.0,54.0,101.0,28.0,13.0,0.0,8.0,8.0,44.0,0.0,0.0,10.0,11.0,55.0,45.0,0.0,80.0,4.0,72.0,0.0,0.0,249.0,9.0,433.0,0.0,0.0,0.0,64.0,11.0,59.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,7.0,28.0,29.0,14.0,10.0,34.0,28.0,15.0,22.0,8.0,10.0,33.0,63.0,17.0,92.0,16.0,23.0,0.0,0.0,9.0,21.0,0.0,26.0,106.0,15.0,0.0,109.0,94.0,0.0,17.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,9.0,19.0,12.0,35.0,7.0,12.0,7.0,16.0,13.0,31.0,93.0,252.0,18.0,2.0,0.0,6.0,4.0,2.0,0.0,188.0,60.0,101.0,13.0,35.0,97.0,40.0,60.0,85.0,24.0,10.0,0.0,0.0,37.0,139.0,0.0,190.0,139.0,43.0,32.0,73.0,35.0,69.0,173.0,298.0,16.0,61.0,40.0,0.0,0.0,68.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,16.0,13.0,4.0,16.0,0.0,2.0,27.0,0.0,29.0,59.0,92.0,83.0,23.0,15.0,94.0,63.0,116.0,21.0,173.0,0.0,105.0,51.0,5.0,60.0,5.0,35.0,8.0,21.0,4.0,40.0,114.0,30.0,214.0,110.0,24.0,0.0,108.0,175.0,15.0,9.0,5.0,168.0,17.0,3.0,0.0,13.0,0.0,0.0,0.0,44.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,13.0,24.0,12.0,21.0,30.0,0.0,0.0,37.0,164.0,0.0,2.0,4.0,16.0,7.0,6.0,0.0,0.0,4.0,17.0,8.0,0.0,0.0,25.0,18.0,9.0,0.0,73.0,19.0,0.0,32.0,0.0,56.0,42.0,0.0,59.0,7.0,109.0,0.0,186.0,7.0,35.0,43.0,0.0,32.0,0.0,103.0,0.0,2.0,61.0,184.0,156.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,3.0,1.0,47.0,29.0,6.0,22.0,4.0,16.0,14.0,119.0,0.0,27.0,9.0,13.0,228.0,54.0,143.0,4.0,30.0,37.0,6.0,19.0,0.0,29.0,0.0,0.0,78.0,50.0,94.0,35.0,99.0,39.0,194.0,18.0,37.0,99.0,122.0,34.0,0.0,0.0,127.0,11.0,0.0,0.0,138.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,24.0,21.0,24.0,28.0,11.0,7.0,0.0,13.0,0.0,16.0,13.0,30.0,13.0,21.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
