,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
52,2.0,16.0,0.0,4.0,13.0,10.0,0.0,7.0,39.0,14.0,21.0,12.0,26.0,9.0,28.0,22.0,0.0,0.0,16.0,38.0,43.0,52.0,12.0,7.0,54.0,12.0,68.0,14.0,46.0,30.0,20.0,41.0,0.0,10.0,0.0,13.0,14.0,124.0,138.0,31.0,63.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
53,0.0,0.0,6.0,17.0,14.0,14.0,12.0,0.0,8.0,11.0,9.0,0.0,77.0,0.0,17.0,44.0,0.0,18.0,35.0,25.0,0.0,111.0,36.0,0.0,1.0,4.0,15.0,0.0,80.0,9.0,37.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,24.0,8.0,0.0,8.0,9.0,0.0,2.0,0.0,31.0,12.0,19.0,16.0,91.0,13.0,48.0,30.0,15.0,23.0,38.0,0.0,0.0,88.0,45.0,8.0,8.0,0.0,0.0,0.0,44.0,24.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,24.0,14.0,21.0,0.0,28.0,9.0,0.0,22.0,0.0,67.0,32.0,9.0,126.0,49.0,18.0,99.0,287.0,0.0,45.0,102.0,98.0,0.0,29.0,27.0,37.0,126.0,5.0,11.0,41.0,5.0,53.0,376.0,40.0,38.0,91.0,105.0,29.0,10.0,0.0,65.0,48.0,696.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,9.0,40.0,2.0,3.0,10.0,5.0,0.0,1.0,38.0,15.0,31.0,0.0,13.0,0.0,0.0,31.0,16.0,25.0,32.0,0.0,5.0,24.0,28.0,14.0,0.0,12.0,9.0,0.0,30.0,0.0,71.0,66.0,28.0,13.0,89.0,13.0,37.0,113.0,65.0,8.0,19.0,17.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,37.0,6.0,21.0,0.0,12.0,5.0,16.0,0.0,18.0,5.0,24.0,11.0,29.0,12.0,0.0,3.0,12.0,28.0,0.0,0.0,10.0,20.0,0.0,7.0,0.0,3.0,8.0,18.0,0.0,18.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,46.0,21.0,16.0,0.0,0.0,27.0,21.0,8.0,11.0,0.0,21.0,9.0,2.0,25.0,26.0,11.0,19.0,0.0,9.0,22.0,26.0,13.0,11.0,19.0,34.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,24.0,1.0,9.0,9.0,13.0,0.0,0.0,0.0,24.0,0.0,98.0,4.0,0.0,80.0,68.0,13.0,0.0,15.0,0.0,0.0,0.0,24.0,39.0,28.0,37.0,67.0,19.0,5.0,0.0,48.0,0.0,71.0,0.0,16.0,17.0,4.0,75.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,23.0,21.0,14.0,16.0,6.0,14.0,36.0,13.0,7.0,2.0,15.0,14.0,6.0,3.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,15.0,0.0,16.0,22.0,0.0,29.0,15.0,14.0,33.0,18.0,8.0,26.0,7.0,10.0,53.0,0.0,0.0,16.0,23.0,4.0,0.0,20.0,0.0,0.0,0.0,54.0,38.0,2.0,81.0,16.0,14.0,5.0,0.0,12.0,12.0,0.0,3.0,0.0,9.0,6.0,4.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,3.0,13.0,0.0,12.0,9.0,3.0,17.0,3.0,18.0,1.0,27.0,5.0,5.0,0.0,9.0,0.0,35.0,8.0,16.0,32.0,46.0,26.0,19.0,13.0,33.0,22.0,19.0,23.0,9.0,7.0,34.0,0.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,37.0,0.0,0.0,0.0,3.0,0.0,12.0,10.0,5.0,2.0,0.0,29.0,0.0,108.0,23.0,16.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,0.0,13.0,10.0,7.0,6.0,1.0,8.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,27.0,36.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9.0,10.0,15.0,4.0,30.0,23.0,0.0,4.0,6.0,2.0,7.0,12.0,0.0,0.0,3.0,2.0,25.0,10.0,0.0,4.0,14.0,12.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,14.0,0.0,14.0,6.0,0.0,0.0,19.0,9.0,38.0,0.0,0.0,0.0,36.0,0.0,30.0,25.0,21.0,4.0,0.0,10.0,0.0,12.0,42.0,13.0,30.0,3.0,13.0,25.0,7.0,6.0,0.0,7.0,40.0,11.0,10.0,0.0,3.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0,41.0,0.0,0.0,24.0,8.0,47.0,0.0,41.0,31.0,14.0,8.0,0.0,26.0,7.0,35.0,0.0,41.0,0.0,1.0,0.0,67.0,39.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,22.0,17.0,0.0,0.0,0.0,14.0,13.0,0.0,11.0,11.0,47.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,13.0,1.0,0.0,46.0,0.0,9.0,12.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2.0,28.0,5.0,11.0,4.0,13.0,15.0,10.0,15.0,13.0,12.0,31.0,16.0,0.0,0.0,0.0,37.0,12.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,30.0,12.0,3.0,5.0,0.0,47.0,0.0,11.0,10.0,15.0,18.0,0.0,0.0,0.0,28.0,0.0,9.0,42.0,6.0,24.0,14.0,10.0,0.0,46.0,0.0,18.0,4.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.0,7.0,1.0,9.0,18.0,0.0,6.0,13.0,0.0,0.0,13.0,7.0,3.0,5.0,8.0,14.0,4.0,0.0,12.0,5.0,16.0,6.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,26.0,11.0,24.0,24.0,1.0,30.0,7.0,0.0,9.0,88.0,12.0,5.0,30.0,34.0,37.0,34.0,83.0,21.0,1.0,0.0,0.0,43.0,32.0,0.0,2.0,82.0,16.0,0.0,92.0,0.0,140.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,15.0,11.0,1.0,14.0,7.0,0.0,5.0,17.0,0.0,0.0,4.0,8.0,7.0,13.0,0.0,62.0,25.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0,13.0,13.0,4.0,7.0,0.0,57.0,27.0,11.0,3.0,17.0,107.0,85.0,15.0,0.0,7.0,30.0,8.0,0.0,31.0,0.0,11.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,18.0,7.0,8.0,12.0,16.0,5.0,0.0,22.0,0.0,0.0,23.0,0.0,12.0,84.0,0.0,77.0,98.0,23.0,93.0,32.0,36.0,0.0,0.0,75.0,37.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,16.0,24.0,8.0,20.0,9.0,0.0,6.0,4.0,13.0,2.0,39.0,5.0,18.0,0.0,6.0,2.0,0.0,1.0,12.0,0.0,30.0,3.0,10.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4.0,13.0,2.0,18.0,0.0,23.0,0.0,5.0,30.0,9.0,17.0,11.0,24.0,6.0,18.0,84.0,0.0,0.0,21.0,43.0,0.0,222.0,0.0,48.0,0.0,62.0,47.0,0.0,138.0,37.0,9.0,0.0,0.0,27.0,15.0,11.0,16.0,0.0,0.0,28.0,0.0,63.0,57.0,138.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,21.0,14.0,10.0,5.0,0.0,18.0,105.0,48.0,5.0,35.0,0.0,27.0,109.0,0.0,7.0,0.0,0.0,11.0,33.0,0.0,47.0,34.0,34.0,0.0,0.0,5.0,66.0,0.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,11.0,4.0,11.0,9.0,7.0,0.0,7.0,4.0,24.0,13.0,63.0,0.0,134.0,51.0,0.0,11.0,0.0,0.0,1.0,7.0,19.0,18.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,27.0,31.0,2.0,2.0,0.0,5.0,0.0,9.0,5.0,29.0,0.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,14.0,4.0,0.0,13.0,10.0,1.0,16.0,6.0,24.0,33.0,0.0,5.0,11.0,8.0,29.0,0.0,1.0,11.0,0.0,22.0,0.0,0.0,0.0,0.0,36.0,0.0,16.0,31.0,12.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.0,0.0,12.0,39.0,6.0,51.0,47.0,2.0,10.0,5.0,3.0,11.0,16.0,19.0,31.0,7.0,1.0,0.0,8.0,1.0,19.0,2.0,7.0,6.0,0.0,5.0,5.0,13.0,12.0,6.0,17.0,8.0,10.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,25.0,40.0,0.0,12.0,12.0,8.0,0.0,23.0,15.0,10.0,9.0,0.0,5.0,6.0,21.0,3.0,5.0,8.0,40.0,66.0,21.0,6.0,21.0,22.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,14.0,17.0,0.0,18.0,0.0,13.0,22.0,6.0,24.0,45.0,76.0,0.0,48.0,16.0,0.0,17.0,0.0,4.0,24.0,0.0,58.0,33.0,40.0,7.0,168.0,81.0,0.0,71.0,20.0,39.0,33.0,37.0,31.0,0.0,0.0,13.0,27.0,7.0,0.0,0.0,0.0,0.0,116.0,72.0,0.0,0.0,100.0,24.0,0.0,11.0,33.0,0.0,52.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3.0,0.0,0.0,30.0,10.0,27.0,7.0,12.0,11.0,30.0,52.0,10.0,0.0,0.0,0.0,0.0,54.0,0.0,15.0,13.0,5.0,2.0,3.0,14.0,25.0,0.0,12.0,19.0,42.0,21.0,48.0,4.0,19.0,8.0,6.0,12.0,9.0,24.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.0,20.0,0.0,1.0,6.0,0.0,28.0,0.0,3.0,2.0,12.0,1.0,0.0,9.0,5.0,19.0,11.0,15.0,26.0,84.0,46.0,9.0,39.0,13.0,0.0,0.0,20.0,31.0,46.0,42.0,13.0,72.0,4.0,6.0,14.0,93.0,22.0,0.0,0.0,10.0,0.0,0.0,26.0,6.0,23.0,0.0,0.0,10.0,61.0,37.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.0,30.0,6.0,15.0,5.0,10.0,27.0,0.0,12.0,84.0,10.0,38.0,4.0,0.0,57.0,26.0,40.0,0.0,0.0,176.0,322.0,65.0,54.0,100.0,1.0,4.0,0.0,141.0,61.0,81.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,22.0,6.0,14.0,27.0,6.0,61.0,28.0,74.0,36.0,11.0,19.0,57.0,55.0,9.0,30.0,55.0,19.0,36.0,25.0,4.0,21.0,13.0,8.0,21.0,39.0,15.0,12.0,30.0,29.0,58.0,0.0,50.0,16.0,0.0,16.0,18.0,11.0,149.0,1.0,57.0,0.0,0.0,0.0,21.0,21.0,0.0,126.0,5.0,91.0,0.0,0.0,3.0,0.0,43.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,15.0,5.0,15.0,2.0,5.0,25.0,58.0,23.0,28.0,61.0,17.0,5.0,27.0,37.0,12.0,20.0,12.0,9.0,0.0,14.0,43.0,23.0,311.0,31.0,95.0,68.0,0.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2.0,9.0,13.0,8.0,27.0,14.0,6.0,6.0,16.0,9.0,36.0,8.0,21.0,0.0,5.0,0.0,23.0,59.0,22.0,14.0,8.0,4.0,2.0,2.0,0.0,0.0,9.0,8.0,31.0,14.0,32.0,14.0,0.0,10.0,0.0,33.0,0.0,8.0,104.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,8.0,0.0,0.0,17.0,22.0,8.0,11.0,16.0,33.0,11.0,24.0,86.0,64.0,69.0,2.0,15.0,127.0,81.0,54.0,0.0,169.0,43.0,106.0,0.0,0.0,14.0,0.0,146.0,91.0,9.0,30.0,0.0,117.0,27.0,107.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2.0,19.0,0.0,3.0,5.0,21.0,4.0,6.0,25.0,21.0,6.0,9.0,17.0,18.0,2.0,35.0,24.0,38.0,19.0,0.0,46.0,35.0,14.0,4.0,6.0,10.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,21.0,80.0,11.0,48.0,24.0,3.0,0.0,10.0,0.0,10.0,36.0,141.0,0.0,0.0,64.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,20.0,4.0,0.0,11.0,51.0,13.0,7.0,12.0,0.0,0.0,16.0,42.0,21.0,77.0,19.0,86.0,19.0,0.0,50.0,32.0,0.0,6.0,25.0,4.0,180.0,168.0,67.0,161.0,0.0,24.0,36.0,0.0,49.0,0.0,7.0,0.0,27.0,23.0,21.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,11.0,9.0,27.0,28.0,4.0,5.0,0.0,0.0,0.0,9.0,54.0,23.0,0.0,46.0,23.0,18.0,5.0,3.0,9.0,9.0,7.0,0.0,26.0,13.0,0.0,81.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,18.0,16.0,7.0,19.0,11.0,22.0,18.0,33.0,0.0,7.0,0.0,0.0,0.0,59.0,57.0,113.0,8.0,3.0,113.0,0.0,110.0,13.0,16.0,14.0,1.0,40.0,0.0,32.0,0.0,0.0,115.0,961.0,11.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,14.0,16.0,3.0,9.0,5.0,23.0,0.0,0.0,12.0,5.0,41.0,5.0,18.0,21.0,77.0,54.0,3.0,15.0,16.0,47.0,24.0,42.0,21.0,30.0,0.0,8.0,35.0,10.0,6.0,9.0,0.0,3.0,16.0,3.0,0.0,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,18.0,1.0,23.0,18.0,25.0,0.0,17.0,0.0,3.0,48.0,16.0,34.0,41.0,55.0,24.0,15.0,40.0,26.0,23.0,8.0,0.0,9.0,3.0,81.0,13.0,37.0,12.0,0.0,5.0,73.0,0.0,0.0,14.0,36.0,0.0,20.0,1.0,11.0,57.0,0.0,0.0,60.0,0.0,36.0,30.0,23.0,185.0,79.0,9.0,0.0,11.0,8.0,0.0,58.0,0.0,2.0,0.0,27.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,14.0,0.0,,,,,,,,,,,,,
96,4.0,21.0,16.0,0.0,0.0,17.0,21.0,14.0,5.0,36.0,24.0,4.0,0.0,36.0,34.0,0.0,10.0,0.0,0.0,0.0,33.0,106.0,0.0,0.0,119.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,16.0,18.0,20.0,27.0,0.0,22.0,0.0,65.0,50.0,0.0,32.0,78.0,21.0,1.0,43.0,0.0,0.0,124.0,45.0,0.0,0.0,37.0,0.0,70.0,241.0,0.0,0.0,2.0,282.0,2.0,34.0,0.0,38.0,796.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,20.0,13.0,17.0,30.0,0.0,73.0,17.0,8.0,25.0,2.0,25.0,16.0,79.0,0.0,0.0,0.0,87.0,3.0,29.0,52.0,0.0,99.0,41.0,30.0,0.0,112.0,0.0,18.0,12.0,6.0,30.0,9.0,118.0,30.0,107.0,6.0,0.0,31.0,0.0,0.0,0.0,4.0,4.0,0.0,35.0,20.0,24.0,6.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,22.0,29.0,15.0,20.0,1.0,19.0,63.0,47.0,0.0,135.0,25.0,15.0,63.0,12.0,14.0,3.0,12.0,42.0,3.0,35.0,12.0,0.0,0.0,6.0,12.0,1.0,4.0,16.0,13.0,95.0,2.0,7.0,0.0,2.0,10.0,26.0,25.0,12.0,0.0,19.0,22.0,0.0,7.0,28.0,4.0,0.0,0.0,16.0,114.0,0.0,181.0,63.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10.0,47.0,25.0,21.0,0.0,6.0,0.0,21.0,28.0,1.0,0.0,17.0,6.0,31.0,95.0,36.0,5.0,15.0,119.0,0.0,0.0,80.0,110.0,16.0,32.0,0.0,105.0,2.0,66.0,22.0,92.0,4.0,0.0,64.0,0.0,0.0,292.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,8.0,0.0,1.0,13.0,18.0,18.0,0.0,14.0,13.0,11.0,1.0,2.0,2.0,7.0,24.0,102.0,28.0,13.0,15.0,13.0,17.0,0.0,0.0,3.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,14.0,10.0,0.0,3.0,0.0,0.0,28.0,0.0,25.0,2.0,11.0,4.0,0.0,39.0,49.0,10.0,120.0,42.0,0.0,0.0,1.0,16.0,0.0,10.0,58.0,24.0,24.0,44.0,53.0,0.0,48.0,8.0,0.0,24.0,0.0,11.0,41.0,0.0,0.0,0.0,2.0,0.0,0.0,841.0,925.0,49.0,35.0,0.0,0.0,3.0,0.0,0.0,9.0,99.0,114.0,35.0,34.0,5.0,532.0,0.0,12.0,5.0,0.0,9.0,57.0,0.0,33.0,12.0,3.0,3.0,0.0,0.0,1.0,54.0,,,,,,,,,,,,,,,,,,
103,6.0,10.0,7.0,7.0,11.0,0.0,0.0,18.0,2.0,15.0,44.0,0.0,63.0,66.0,85.0,40.0,77.0,83.0,63.0,128.0,12.0,57.0,77.0,103.0,163.0,24.0,326.0,392.0,19.0,13.0,0.0,44.0,16.0,32.0,71.0,9.0,0.0,82.0,553.0,0.0,120.0,57.0,24.0,66.0,61.0,19.0,64.0,82.0,130.0,9.0,145.0,135.0,149.0,91.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3.0,8.0,0.0,13.0,0.0,14.0,7.0,42.0,31.0,23.0,38.0,31.0,14.0,0.0,15.0,29.0,12.0,11.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,33.0,4.0,0.0,1.0,0.0,6.0,0.0,55.0,0.0,0.0,157.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
