,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
55,18.0,4.0,10.0,38.0,18.0,0.0,17.0,4.0,5.0,84.0,50.0,16.0,0.0,13.0,16.0,0.0,58.0,15.0,111.0,0.0,185.0,0.0,0.0,0.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,13.0,15.0,30.0,36.0,12.0,19.0,21.0,50.0,32.0,29.0,43.0,35.0,3.0,8.0,18.0,15.0,0.0,17.0,0.0,19.0,20.0,0.0,16.0,3.0,12.0,18.0,0.0,5.0,22.0,16.0,5.0,11.0,5.0,6.0,0.0,18.0,0.0,0.0,140.0,3.0,2.0,6.0,3.0,6.0,1.0,10.0,0.0,0.0,3.0,0.0,6.0,7.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,24.0,5.0,15.0,4.0,10.0,26.0,8.0,6.0,0.0,0.0,6.0,0.0,0.0,23.0,17.0,22.0,22.0,7.0,1.0,0.0,31.0,0.0,15.0,0.0,8.0,17.0,0.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,36.0,16.0,0.0,22.0,13.0,12.0,8.0,7.0,5.0,10.0,24.0,46.0,8.0,51.0,8.0,6.0,49.0,39.0,142.0,0.0,5.0,24.0,0.0,0.0,4.0,4.0,5.0,32.0,9.0,18.0,49.0,12.0,0.0,27.0,39.0,0.0,0.0,0.0,200.0,5.0,78.0,0.0,0.0,0.0,2.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,32.0,39.0,36.0,1.0,9.0,5.0,58.0,45.0,25.0,74.0,17.0,0.0,379.0,15.0,0.0,108.0,91.0,0.0,22.0,0.0,40.0,291.0,47.0,0.0,126.0,155.0,0.0,39.0,14.0,194.0,0.0,294.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,14.0,9.0,22.0,29.0,11.0,38.0,23.0,0.0,1.0,0.0,70.0,18.0,30.0,0.0,18.0,10.0,11.0,0.0,11.0,0.0,12.0,40.0,3.0,0.0,18.0,0.0,5.0,101.0,25.0,23.0,0.0,0.0,0.0,0.0,9.0,0.0,22.0,23.0,8.0,0.0,77.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,16.0,15.0,1.0,12.0,9.0,26.0,12.0,6.0,0.0,11.0,12.0,0.0,23.0,24.0,9.0,74.0,2.0,0.0,1.0,60.0,19.0,4.0,66.0,26.0,0.0,10.0,0.0,26.0,17.0,7.0,0.0,6.0,22.0,0.0,3.0,11.0,24.0,7.0,0.0,103.0,12.0,38.0,0.0,158.0,95.0,2.0,0.0,29.0,96.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,5.0,20.0,18.0,5.0,28.0,11.0,30.0,7.0,14.0,10.0,0.0,10.0,7.0,1.0,8.0,18.0,15.0,26.0,0.0,35.0,0.0,67.0,8.0,81.0,124.0,50.0,0.0,0.0,29.0,0.0,146.0,69.0,59.0,31.0,273.0,0.0,64.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,24.0,32.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,27.0,16.0,21.0,0.0,46.0,0.0,0.0,9.0,86.0,43.0,0.0,44.0,41.0,0.0,14.0,0.0,75.0,58.0,19.0,32.0,0.0,0.0,44.0,71.0,0.0,0.0,57.0,13.0,12.0,63.0,1.0,0.0,11.0,5.0,0.0,0.0,31.0,45.0,51.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,5.0,0.0,14.0,0.0,15.0,0.0,16.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,18.0,63.0,3.0,3.0,15.0,54.0,5.0,12.0,18.0,0.0,26.0,27.0,9.0,3.0,27.0,64.0,0.0,26.0,0.0,34.0,45.0,0.0,0.0,0.0,30.0,105.0,0.0,79.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9.0,29.0,29.0,18.0,0.0,24.0,39.0,0.0,55.0,0.0,96.0,3.0,13.0,5.0,75.0,44.0,0.0,12.0,8.0,26.0,103.0,51.0,52.0,0.0,0.0,0.0,3.0,744.0,0.0,27.0,9.0,13.0,1.0,11.0,0.0,0.0,46.0,23.0,8.0,39.0,46.0,56.0,32.0,0.0,9.0,66.0,50.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0,35.0,22.0,0.0,2.0,51.0,25.0,35.0,0.0,9.0,123.0,28.0,16.0,4.0,0.0,56.0,57.0,190.0,22.0,0.0,136.0,36.0,108.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,20.0,0.0,27.0,0.0,14.0,61.0,11.0,10.0,0.0,14.0,32.0,20.0,59.0,16.0,0.0,30.0,56.0,33.0,50.0,4.0,0.0,22.0,26.0,36.0,80.0,40.0,18.0,0.0,0.0,0.0,0.0,21.0,149.0,30.0,0.0,71.0,0.0,0.0,0.0,192.0,0.0,53.0,0.0,0.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,14.0,29.0,4.0,58.0,16.0,0.0,17.0,83.0,34.0,0.0,0.0,16.0,6.0,0.0,20.0,13.0,25.0,0.0,26.0,35.0,22.0,8.0,4.0,0.0,7.0,17.0,36.0,0.0,23.0,96.0,0.0,8.0,0.0,0.0,207.0,0.0,0.0,2.0,6.0,25.0,0.0,22.0,23.0,2.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,15.0,4.0,18.0,0.0,3.0,15.0,27.0,23.0,16.0,0.0,18.0,1.0,11.0,0.0,28.0,67.0,40.0,17.0,22.0,6.0,0.0,30.0,2.0,5.0,0.0,0.0,32.0,24.0,49.0,4.0,3.0,2.0,0.0,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.0,5.0,0.0,81.0,0.0,15.0,61.0,14.0,15.0,52.0,24.0,0.0,32.0,17.0,63.0,0.0,309.0,23.0,176.0,27.0,17.0,64.0,14.0,0.0,61.0,31.0,244.0,111.0,0.0,4.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,24.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,12.0,0.0,19.0,20.0,16.0,16.0,1.0,0.0,11.0,0.0,49.0,47.0,7.0,0.0,16.0,0.0,0.0,11.0,13.0,32.0,58.0,40.0,32.0,0.0,0.0,62.0,0.0,0.0,0.0,9.0,3.0,0.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,10.0,1.0,4.0,22.0,2.0,43.0,132.0,10.0,1.0,0.0,8.0,0.0,66.0,0.0,14.0,107.0,1.0,14.0,28.0,38.0,53.0,11.0,0.0,24.0,0.0,100.0,43.0,15.0,0.0,80.0,19.0,51.0,80.0,7.0,8.0,51.0,0.0,70.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,19.0,14.0,13.0,19.0,17.0,17.0,40.0,0.0,9.0,0.0,78.0,24.0,15.0,0.0,64.0,61.0,0.0,36.0,11.0,0.0,53.0,8.0,90.0,43.0,27.0,17.0,13.0,31.0,41.0,0.0,21.0,0.0,79.0,114.0,0.0,63.0,0.0,1.0,0.0,0.0,15.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,61.0,27.0,0.0,25.0,0.0,69.0,56.0,93.0,5.0,0.0,8.0,25.0,21.0,44.0,10.0,7.0,103.0,12.0,0.0,0.0,36.0,370.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,17.0,0.0,2.0,0.0,0.0,3.0,4.0,10.0,9.0,124.0,7.0,39.0,7.0,58.0,33.0,14.0,67.0,0.0,29.0,0.0,46.0,4.0,50.0,9.0,51.0,23.0,13.0,20.0,0.0,46.0,46.0,117.0,67.0,186.0,158.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,22.0,41.0,28.0,28.0,5.0,26.0,9.0,14.0,12.0,6.0,10.0,0.0,11.0,19.0,3.0,65.0,40.0,7.0,15.0,0.0,16.0,7.0,4.0,20.0,24.0,20.0,0.0,1.0,16.0,19.0,0.0,124.0,51.0,0.0,2.0,32.0,0.0,109.0,143.0,6.0,8.0,0.0,13.0,0.0,34.0,25.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,24.0,0.0,0.0,5.0,71.0,2.0,42.0,0.0,0.0,5.0,0.0,16.0,36.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,73.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,10.0,15.0,62.0,13.0,0.0,0.0,34.0,0.0,18.0,17.0,49.0,23.0,0.0,126.0,11.0,84.0,0.0,33.0,0.0,5.0,139.0,32.0,18.0,0.0,60.0,55.0,18.0,7.0,77.0,1.0,47.0,18.0,61.0,0.0,33.0,4.0,117.0,0.0,30.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,21.0,14.0,9.0,8.0,21.0,0.0,37.0,17.0,26.0,48.0,18.0,0.0,44.0,7.0,102.0,4.0,19.0,5.0,80.0,8.0,0.0,74.0,50.0,150.0,48.0,26.0,98.0,131.0,106.0,46.0,0.0,4.0,12.0,0.0,75.0,0.0,157.0,50.0,305.0,80.0,51.0,73.0,0.0,41.0,0.0,40.0,73.0,21.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,24.0,16.0,3.0,8.0,0.0,67.0,0.0,0.0,19.0,46.0,18.0,79.0,12.0,68.0,0.0,56.0,121.0,31.0,50.0,24.0,36.0,40.0,11.0,1.0,0.0,128.0,7.0,48.0,158.0,88.0,0.0,7.0,0.0,114.0,0.0,0.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,46.0,0.0,26.0,10.0,18.0,19.0,8.0,89.0,35.0,9.0,107.0,26.0,100.0,50.0,0.0,85.0,51.0,83.0,51.0,31.0,0.0,0.0,137.0,476.0,45.0,64.0,24.0,152.0,61.0,8.0,29.0,14.0,0.0,119.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,38.0,9.0,49.0,0.0,7.0,0.0,0.0,29.0,1.0,0.0,49.0,10.0,0.0,17.0,4.0,7.0,17.0,31.0,66.0,271.0,172.0,0.0,7.0,36.0,0.0,136.0,55.0,21.0,78.0,0.0,10.0,27.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2.0,29.0,14.0,6.0,19.0,31.0,5.0,11.0,5.0,8.0,1.0,13.0,0.0,22.0,106.0,0.0,0.0,48.0,44.0,21.0,0.0,37.0,13.0,51.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,23.0,29.0,5.0,13.0,39.0,21.0,0.0,14.0,73.0,28.0,0.0,46.0,66.0,8.0,55.0,11.0,0.0,0.0,68.0,283.0,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,26.0,11.0,16.0,36.0,8.0,0.0,17.0,0.0,14.0,69.0,55.0,38.0,0.0,20.0,0.0,146.0,163.0,163.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,32.0,0.0,7.0,33.0,0.0,25.0,12.0,5.0,32.0,29.0,14.0,33.0,16.0,28.0,17.0,13.0,30.0,10.0,72.0,132.0,42.0,75.0,0.0,38.0,32.0,59.0,0.0,25.0,0.0,0.0,22.0,0.0,0.0,13.0,17.0,0.0,7.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3.0,13.0,38.0,14.0,0.0,84.0,89.0,4.0,4.0,3.0,0.0,0.0,40.0,7.0,11.0,242.0,0.0,33.0,0.0,138.0,6.0,13.0,0.0,0.0,255.0,51.0,1.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,28.0,16.0,7.0,12.0,14.0,12.0,37.0,30.0,23.0,11.0,10.0,1.0,51.0,25.0,109.0,0.0,31.0,29.0,26.0,60.0,2.0,18.0,0.0,49.0,58.0,32.0,34.0,46.0,48.0,0.0,15.0,0.0,173.0,77.0,46.0,79.0,33.0,107.0,35.0,92.0,0.0,20.0,101.0,0.0,127.0,129.0,39.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,16.0,0.0,17.0,60.0,0.0,41.0,25.0,1.0,2.0,41.0,12.0,0.0,13.0,0.0,28.0,34.0,0.0,51.0,0.0,73.0,0.0,13.0,39.0,41.0,0.0,170.0,55.0,0.0,0.0,81.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1.0,31.0,42.0,2.0,18.0,3.0,10.0,7.0,11.0,11.0,62.0,7.0,4.0,19.0,21.0,20.0,36.0,2.0,1.0,0.0,0.0,34.0,0.0,8.0,2.0,143.0,184.0,0.0,29.0,72.0,0.0,138.0,67.0,40.0,9.0,0.0,0.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,243.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,30.0,10.0,8.0,12.0,5.0,15.0,24.0,0.0,2.0,86.0,51.0,0.0,0.0,14.0,19.0,99.0,9.0,2.0,0.0,0.0,25.0,0.0,19.0,0.0,17.0,0.0,47.0,197.0,0.0,2.0,5.0,14.0,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.0,0.0,94.0,0.0,2.0,0.0,7.0,19.0,36.0,66.0,114.0,27.0,38.0,0.0,40.0,0.0,7.0,9.0,51.0,25.0,59.0,7.0,117.0,110.0,61.0,4.0,9.0,15.0,47.0,40.0,0.0,35.0,28.0,93.0,15.0,3.0,0.0,0.0,19.0,0.0,2.0,18.0,0.0,48.0,28.0,2.0,32.0,0.0,6.0,28.0,0.0,88.0,0.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,13.0,7.0,4.0,24.0,19.0,6.0,5.0,5.0,24.0,98.0,6.0,4.0,25.0,34.0,158.0,112.0,0.0,21.0,160.0,0.0,132.0,9.0,117.0,0.0,59.0,0.0,19.0,0.0,0.0,0.0,0.0,14.0,25.0,16.0,0.0,61.0,0.0,58.0,0.0,16.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,37.0,56.0,81.0,0.0,250.0,22.0,29.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,12.0,0.0,0.0,13.0,24.0,14.0,15.0,25.0,3.0,17.0,2.0,20.0,0.0,6.0,0.0,0.0,52.0,75.0,1.0,0.0,2.0,2.0,9.0,0.0,19.0,11.0,25.0,0.0,7.0,86.0,14.0,3.0,0.0,22.0,6.0,61.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,15.0,16.0,6.0,11.0,21.0,12.0,0.0,1.0,6.0,0.0,16.0,6.0,22.0,0.0,0.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,10.0,28.0,0.0,16.0,35.0,13.0,4.0,8.0,25.0,137.0,104.0,59.0,0.0,45.0,58.0,13.0,11.0,0.0,0.0,0.0,0.0,10.0,95.0,117.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,7.0,11.0,34.0,8.0,8.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,32.0,6.0,25.0,4.0,14.0,6.0,0.0,4.0,24.0,0.0,1.0,23.0,11.0,60.0,80.0,0.0,0.0,20.0,80.0,7.0,9.0,7.0,11.0,0.0,1.0,20.0,15.0,26.0,34.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.0,32.0,11.0,0.0,4.0,3.0,24.0,14.0,6.0,19.0,0.0,93.0,22.0,17.0,0.0,0.0,40.0,16.0,0.0,11.0,131.0,45.0,36.0,5.0,3.0,21.0,56.0,0.0,0.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.0,40.0,15.0,6.0,0.0,28.0,10.0,18.0,0.0,34.0,2.0,21.0,0.0,10.0,34.0,43.0,37.0,28.0,0.0,31.0,23.0,39.0,9.0,4.0,0.0,0.0,0.0,3.0,0.0,84.0,4.0,45.0,2.0,0.0,28.0,18.0,32.0,29.0,37.0,46.0,11.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,13.0,47.0,0.0,41.0,0.0,9.0,30.0,26.0,59.0,71.0,0.0,0.0,9.0,24.0,2.0,9.0,20.0,0.0,9.0,48.0,12.0,0.0,0.0,0.0,8.0,48.0,14.0,8.0,17.0,0.0,4.0,0.0,2.0,8.0,662.0,131.0,41.0,1.0,20.0,0.0,10.0,0.0,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,7.0,9.0,18.0,0.0,30.0,14.0,11.0,48.0,0.0,4.0,0.0,2.0,25.0,40.0,38.0,41.0,43.0,71.0,45.0,51.0,0.0,28.0,158.0,13.0,20.0,35.0,0.0,0.0,76.0,14.0,0.0,0.0,5.0,16.0,28.0,9.0,31.0,0.0,9.0,0.0,20.0,34.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,9.0,10.0,34.0,0.0,19.0,55.0,2.0,83.0,27.0,3.0,0.0,7.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,21.0,9.0,3.0,0.0,17.0,19.0,0.0,4.0,25.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,224.0,2.0,20.0,27.0,28.0,0.0,61.0,197.0,16.0,0.0,74.0,28.0,114.0,0.0,84.0,183.0,46.0,8.0,15.0,0.0,0.0,0.0,195.0,58.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,25.0,44.0,0.0,11.0,0.0,42.0,11.0,19.0,0.0,24.0,0.0,0.0,79.0,0.0,123.0,14.0,28.0,65.0,1.0,105.0,0.0,81.0,6.0,44.0,20.0,106.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,25.0,11.0,19.0,10.0,4.0,16.0,0.0,0.0,11.0,0.0,6.0,4.0,11.0,10.0,36.0,5.0,15.0,52.0,5.0,36.0,12.0,2.0,5.0,11.0,12.0,10.0,31.0,1.0,0.0,0.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,22.0,24.0,0.0,0.0,112.0,12.0,7.0,20.0,34.0,23.0,0.0,51.0,6.0,17.0,48.0,25.0,4.0,0.0,18.0,72.0,27.0,12.0,0.0,113.0,25.0,0.0,7.0,15.0,40.0,0.0,5.0,22.0,48.0,3.0,19.0,13.0,79.0,0.0,0.0,0.0,12.0,25.0,2.0,28.0,12.0,0.0,0.0,20.0,53.0,44.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.0,0.0,0.0,0.0,36.0,52.0,54.0,43.0,26.0,83.0,0.0,48.0,10.0,0.0,29.0,32.0,14.0,0.0,0.0,0.0,4.0,232.0,0.0,0.0,11.0,99.0,0.0,16.0,1202.0,12.0,264.0,436.0,69.0,37.0,14.0,20.0,0.0,64.0,40.0,0.0,8.0,4.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.0,14.0,22.0,1.0,0.0,5.0,34.0,0.0,5.0,23.0,0.0,28.0,67.0,0.0,0.0,0.0,0.0,66.0,37.0,78.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,15.0,0.0,37.0,19.0,12.0,1.0,0.0,0.0,9.0,21.0,15.0,14.0,0.0,28.0,49.0,11.0,8.0,20.0,22.0,0.0,0.0,86.0,210.0,0.0,43.0,13.0,16.0,45.0,6.0,132.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,20.0,6.0,25.0,1.0,0.0,4.0,0.0,15.0,0.0,13.0,43.0,7.0,21.0,13.0,6.0,11.0,0.0,0.0,77.0,11.0,104.0,31.0,22.0,21.0,0.0,53.0,113.0,9.0,0.0,0.0,36.0,0.0,0.0,124.0,0.0,0.0,101.0,0.0,53.0,100.0,153.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,16.0,12.0,2.0,0.0,25.0,0.0,15.0,30.0,25.0,7.0,55.0,38.0,63.0,0.0,57.0,20.0,7.0,5.0,14.0,22.0,67.0,10.0,32.0,0.0,11.0,4.0,7.0,34.0,17.0,30.0,11.0,12.0,37.0,4.0,13.0,0.0,36.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
